collection_id,loan_id,collector_id,action_date,action_type,outcome,promised_amount,next_action_date,escalation_level,source_system,record_created_at
COL0000163,LOAN0009731,AGENT008,2020-08-11,Outbound Call,Agreed Arrangement,423.96,2021-04-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.219029
COL0000164,LOAN0008798,AGENT019,2024-12-23,Outbound Call,Promise to Pay,20890.86,2023-01-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219061
COL0000165,LOAN0002277,AGENT024,2021-08-17,Outbound Call,Partial Payment,43815.62,2021-01-08,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.219093
COL0000166,LOAN0011232,AGENT013,2024-10-05,Email,No Contact,21791.3,2020-09-26,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.219126
COL0000167,LOAN0000917,AGENT006,2024-01-08,Outbound Call,Promise to Pay,20299.88,2023-01-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219157
COL0000168,LOAN0010571,AGENT008,2021-09-12,Legal Notice,Promise to Pay,15556.32,2021-08-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219189
COL0000169,LOAN0002039,AGENT028,2023-11-28,Outbound Call,Promise to Pay,39398.48,2020-07-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219222
COL0000170,LOAN0009308,AGENT024,2024-03-27,Legal Notice,Promise to Pay,40159.59,2023-12-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.219253
COL0000171,LOAN0005037,AGENT004,2021-05-18,SMS,Relocated,27941.02,2021-02-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.219286
COL0000172,LOAN0006672,AGENT018,2023-11-23,Legal Notice,Paid in Full,13014.98,2023-05-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219318
COL0000173,LOAN0009402,AGENT008,2024-09-12,Email,Relocated,40472.91,2023-06-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.219358
COL0000174,LOAN0015301,AGENT001,2019-06-21,Outbound Call,Promise to Pay,32725.81,2024-05-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219405
COL0000175,LOAN0011187,AGENT022,2020-07-09,Email,No Contact,31831.72,2021-09-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219454
COL0000176,LOAN0002594,AGENT029,2024-08-10,Outbound Call,No Contact,35896.28,2023-01-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219510
COL0000177,LOAN0004115,AGENT027,2019-03-16,Promise to Pay Follow-Up,No Contact,18506.39,2022-06-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219543
COL0000178,LOAN0010571,AGENT028,2021-09-08,Field Visit,Promise to Pay,12126.99,2021-07-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.219586
COL0000179,LOAN0012949,AGENT012,2022-05-30,Email,Promise to Pay,7236.76,2023-04-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219623
COL0000180,LOAN0016330,AGENT022,2021-08-11,Outbound Call,Promise to Pay,28271.27,2019-10-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219655
COL0000181,LOAN0002248,AGENT018,2023-05-31,Letter,Promise to Pay,24294.12,2023-02-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.219687
COL0000182,LOAN0010062,AGENT027,2024-08-31,Outbound Call,Paid in Full,14227.39,2021-10-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219737
COL0000183,LOAN0003120,AGENT019,2020-11-22,Outbound Call,Agreed Arrangement,45484.08,2023-10-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219772
COL0000184,LOAN0006147,AGENT021,2024-05-12,Outbound Call,No Contact,27833.14,2023-07-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219804
COL0000185,LOAN0006627,AGENT023,2019-01-12,Restructure Offer,No Contact,14453.74,2021-05-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.219848
COL0000186,LOAN0006252,AGENT016,2022-06-12,Email,Promise to Pay,33811.46,2024-03-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219893
COL0000187,LOAN0014529,AGENT014,2023-05-16,Field Visit,Promise to Pay,18934.11,2024-11-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219925
COL0000188,LOAN0003226,AGENT019,2021-08-16,Legal Notice,Promise to Pay,18936.28,2020-01-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219958
COL0000189,LOAN0011315,AGENT001,2023-03-09,Letter,Promise to Pay,2479.87,2023-04-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.219992
COL0000190,LOAN0012148,AGENT010,2021-03-29,SMS,Promise to Pay,40731.76,2019-08-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220027
COL0000191,LOAN0003355,AGENT023,2024-09-06,SMS,Promise to Pay,43244.07,2024-09-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220060
COL0000192,LOAN0005205,AGENT003,2022-07-16,SMS,Paid in Full,45391.58,2020-10-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220093
COL0000193,LOAN0004689,AGENT018,2019-05-03,SMS,Promise to Pay,114.15,2021-10-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220126
COL0000194,LOAN0004606,AGENT009,2021-10-10,Letter,Dispute Raised,16954.24,2020-07-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220158
COL0000195,LOAN0003042,AGENT009,2019-03-27,Restructure Offer,No Contact,37224.78,2023-04-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220191
COL0000196,LOAN0012125,AGENT005,2024-12-23,Outbound Call,Dispute Raised,3316.67,2023-01-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220223
COL0000197,LOAN0004350,AGENT020,2019-12-27,SMS,Promise to Pay,8317.96,2021-04-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220255
COL0000198,LOAN0008777,AGENT020,2019-07-03,Promise to Pay Follow-Up,Promise to Pay,7937.79,2024-05-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.220286
COL0000199,LOAN0004893,AGENT005,2020-06-20,Outbound Call,Partial Payment,32892.17,2023-08-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220319
COL0000200,LOAN0015871,AGENT016,2023-09-28,Letter,Paid in Full,31266.91,2024-02-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220353
COL0000201,LOAN0016950,AGENT027,2023-01-04,Email,Paid in Full,23327.07,2023-12-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220386
COL0000202,LOAN0017390,AGENT022,2023-06-30,SMS,Partial Payment,30120.62,2022-03-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220436
COL0000203,LOAN0013629,AGENT007,2022-04-23,Field Visit,Promise to Pay,20361.37,2021-02-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220484
COL0000204,LOAN0007499,AGENT020,2024-02-27,SMS,Promise to Pay,17678.51,2019-03-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.220518
COL0000205,LOAN0015061,AGENT010,2023-10-19,Outbound Call,Promise to Pay,23909.62,2023-09-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220564
COL0000206,LOAN0014142,AGENT007,2024-01-24,SMS,Promise to Pay,11286.68,2023-10-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220614
COL0000207,LOAN0015665,AGENT010,2023-11-11,Letter,Promise to Pay,12854.91,2019-09-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220674
COL0000208,LOAN0016171,AGENT008,2022-08-17,Field Visit,Paid in Full,12469.67,2022-10-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220712
COL0000209,LOAN0017741,AGENT003,2022-09-23,Outbound Call,Promise to Pay,1380.95,2021-03-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220745
COL0000210,LOAN0000833,AGENT030,2019-08-26,Outbound Call,No Contact,29741.45,2021-02-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220779
COL0000211,LOAN0015959,AGENT018,2023-12-31,Outbound Call,Dispute Raised,24500.64,2021-12-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220836
COL0000212,LOAN0009196,AGENT009,2023-10-24,Email,Promise to Pay,19369.43,2023-04-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220879
COL0000213,LOAN0000699,AGENT024,2020-01-24,Email,Partial Payment,28037.35,2024-12-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.220920
COL0000214,LOAN0002263,AGENT012,2019-07-23,SMS,No Contact,15497.18,2020-11-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.220977
COL0000215,LOAN0015575,AGENT004,2023-03-02,Letter,No Contact,9413.38,2020-03-30,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.221018
COL0000216,LOAN0016802,AGENT024,2020-05-19,SMS,Partial Payment,14578.8,2021-02-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221050
COL0000217,LOAN0008385,AGENT017,2023-04-11,Outbound Call,Partial Payment,42933.14,2024-04-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221083
COL0000218,LOAN0013106,AGENT010,2023-09-27,Outbound Call,Promise to Pay,6583.67,2021-05-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221115
COL0000219,LOAN0004932,AGENT027,2022-10-04,SMS,Promise to Pay,43942.11,2021-10-08,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221147
COL0000220,LOAN0013802,AGENT015,2023-11-03,Outbound Call,Dispute Raised,26079.13,2023-03-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221180
COL0000221,LOAN0012323,AGENT016,2023-06-16,SMS,No Contact,29517.33,2020-03-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221213
COL0000222,LOAN0007238,AGENT023,2021-05-10,SMS,Partial Payment,1364.73,2023-01-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221246
COL0000223,LOAN0010975,AGENT025,2024-02-22,Field Visit,Partial Payment,20699.26,2019-10-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221278
COL0000224,LOAN0013945,AGENT013,2022-10-21,Field Visit,Promise to Pay,2518.95,2022-10-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221311
COL0000225,LOAN0014335,AGENT022,2024-12-09,Restructure Offer,Agreed Arrangement,41747.96,2019-11-11,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221346
COL0000226,LOAN0007830,AGENT004,2022-06-14,SMS,Promise to Pay,31609.67,2021-09-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221384
COL0000227,LOAN0009043,AGENT010,2021-02-24,Restructure Offer,Dispute Raised,28622.87,2020-05-01,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221429
COL0000228,LOAN0009470,AGENT024,2019-06-23,Email,Partial Payment,33466.81,2019-04-15,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.221466
COL0000229,LOAN0007199,AGENT026,2019-06-09,SMS,No Contact,11724.72,2024-11-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221500
COL0000230,LOAN0017030,AGENT018,2019-06-14,Field Visit,Promise to Pay,23294.57,2020-04-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221552
COL0000231,LOAN0007381,AGENT004,2023-04-25,Outbound Call,Promise to Pay,11854.75,2021-07-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221598
COL0000232,LOAN0002242,AGENT004,2022-08-01,Outbound Call,Paid in Full,12835.82,2022-03-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221647
COL0000233,LOAN0005434,AGENT017,2019-04-18,SMS,Promise to Pay,48654.44,2023-05-11,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221688
COL0000234,LOAN0016518,AGENT029,2023-11-01,Outbound Call,Partial Payment,29401.49,2019-04-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221721
COL0000235,LOAN0010334,AGENT027,2020-11-16,Letter,No Contact,3502.58,2019-11-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221754
COL0000236,LOAN0003294,AGENT026,2020-03-31,Field Visit,Dispute Raised,45915.04,2024-02-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221786
COL0000237,LOAN0016513,AGENT016,2020-10-20,Promise to Pay Follow-Up,Partial Payment,47726.93,2022-03-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.221818
COL0000238,LOAN0007215,AGENT028,2021-11-14,Email,Agreed Arrangement,9609.57,2024-12-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221851
COL0000239,LOAN0005721,AGENT010,2022-04-17,Legal Notice,Promise to Pay,15241.19,2023-10-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221901
COL0000240,LOAN0015942,AGENT004,2021-08-03,SMS,Promise to Pay,23645.02,2024-10-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.221935
COL0000241,LOAN0015123,AGENT003,2019-11-07,Email,Dispute Raised,23925.9,2024-10-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.221967
COL0000242,LOAN0001385,AGENT010,2020-08-12,Restructure Offer,Promise to Pay,21992.71,2023-09-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222015
COL0000243,LOAN0001588,AGENT028,2019-07-01,Outbound Call,Promise to Pay,21156.35,2020-05-31,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222056
COL0000244,LOAN0004250,AGENT014,2019-10-23,Outbound Call,Partial Payment,35023.09,2021-01-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222098
COL0000245,LOAN0015952,AGENT024,2024-07-29,Email,Agreed Arrangement,10304.45,2023-04-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222147
COL0000246,LOAN0013096,AGENT019,2024-01-11,SMS,Promise to Pay,36561.93,2021-06-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222180
COL0000247,LOAN0013382,AGENT010,2020-02-21,Restructure Offer,Promise to Pay,2131.39,2020-08-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222212
COL0000248,LOAN0003584,AGENT025,2023-09-12,SMS,Promise to Pay,20983.7,2019-09-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222265
COL0000249,LOAN0013594,AGENT020,2024-07-02,Letter,Paid in Full,40464.74,2024-09-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222331
COL0000250,LOAN0017341,AGENT020,2019-06-11,Letter,Promise to Pay,29782.38,2023-03-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.222366
COL0000251,LOAN0010812,AGENT029,2023-12-29,Outbound Call,No Contact,32683.06,2019-07-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222398
COL0000252,LOAN0011153,AGENT017,2021-07-22,SMS,Dispute Raised,49577.05,2024-01-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222447
COL0000253,LOAN0006597,AGENT016,2020-10-10,Letter,Promise to Pay,49207.95,2021-07-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222480
COL0000254,LOAN0009151,AGENT008,2019-07-08,SMS,Partial Payment,46202.29,2019-12-26,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222513
COL0000255,LOAN0014726,AGENT018,2024-01-06,Outbound Call,No Contact,1322.36,2022-12-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222545
COL0000256,LOAN0017226,AGENT019,2021-07-01,Legal Notice,No Contact,36232.99,2022-08-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222590
COL0000257,LOAN0014598,AGENT017,2020-08-10,SMS,Promise to Pay,28345.6,2022-06-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222641
COL0000258,LOAN0016306,AGENT004,2024-10-18,SMS,No Contact,8427.11,2019-08-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222674
COL0000259,LOAN0013553,AGENT026,2021-02-03,SMS,No Contact,33741.63,2023-05-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222721
COL0000260,LOAN0007022,AGENT029,2021-09-30,Email,Paid in Full,38037.93,2020-07-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222763
COL0000261,LOAN0012515,AGENT004,2020-02-11,Email,No Contact,24358.4,2019-05-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222811
COL0000262,LOAN0006813,AGENT013,2020-06-05,Promise to Pay Follow-Up,Promise to Pay,43478.27,2022-12-08,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222862
COL0000263,LOAN0000367,AGENT014,2024-04-17,Email,No Contact,45830.91,2022-07-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.222911
COL0000264,LOAN0008051,AGENT007,2022-06-02,Letter,Promise to Pay,37782.56,2023-02-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.222967
COL0000265,LOAN0012264,AGENT019,2020-07-07,Outbound Call,No Contact,30359.64,2023-10-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223024
COL0000266,LOAN0006825,AGENT030,2020-05-24,Email,Promise to Pay,39443.48,2023-03-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223079
COL0000267,LOAN0004954,AGENT003,2021-11-17,Outbound Call,Partial Payment,33608.43,2022-06-23,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.223135
COL0000268,LOAN0014458,AGENT016,2019-11-29,Promise to Pay Follow-Up,Promise to Pay,22174.38,2022-08-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223168
COL0000269,LOAN0010242,AGENT015,2019-12-01,Outbound Call,Promise to Pay,45956.63,2021-05-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223201
COL0000270,LOAN0015553,AGENT025,2023-01-01,Legal Notice,No Contact,8260.02,2020-05-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223234
COL0000271,LOAN0011187,AGENT014,2024-12-10,Email,Partial Payment,10448.0,2020-10-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223267
COL0000272,LOAN0005567,AGENT015,2019-05-16,Outbound Call,Partial Payment,38723.55,2020-05-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223299
COL0000273,LOAN0013507,AGENT030,2020-07-08,Restructure Offer,No Contact,41912.69,2021-09-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.223335
COL0000274,LOAN0008075,AGENT016,2021-11-10,Outbound Call,Paid in Full,47705.69,2019-06-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.223367
COL0000275,LOAN0008793,AGENT020,2022-11-07,SMS,Relocated,21625.81,2019-05-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223400
COL0000276,LOAN0014314,AGENT030,2023-01-31,Outbound Call,Partial Payment,18250.26,2019-06-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223447
COL0000277,LOAN0008989,AGENT024,2024-07-01,Letter,Promise to Pay,27621.06,2020-02-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223482
COL0000278,LOAN0011250,AGENT024,2024-07-22,Outbound Call,Partial Payment,32591.64,2021-05-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223515
COL0000279,LOAN0013629,AGENT002,2022-05-03,SMS,Partial Payment,24677.7,2022-09-22,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.223547
COL0000280,LOAN0010701,AGENT021,2024-04-28,Field Visit,Paid in Full,44955.86,2022-02-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223590
COL0000281,LOAN0015776,AGENT001,2022-06-24,Email,Dispute Raised,38410.21,2024-10-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223623
COL0000282,LOAN0006139,AGENT002,2024-03-11,Email,Partial Payment,10332.02,2021-06-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223656
COL0000283,LOAN0001992,AGENT014,2022-07-10,Outbound Call,Promise to Pay,15999.43,2021-08-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223706
COL0000284,LOAN0005923,AGENT013,2020-01-13,Outbound Call,Promise to Pay,5461.51,2020-01-02,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.223740
COL0000285,LOAN0013598,AGENT022,2021-06-17,SMS,Partial Payment,3341.15,2019-05-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223780
COL0000286,LOAN0004857,AGENT028,2023-01-02,Outbound Call,No Contact,5571.42,2023-12-24,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.223829
COL0000287,LOAN0012516,AGENT018,2022-05-14,Letter,No Contact,36138.38,2023-05-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223862
COL0000288,LOAN0007264,AGENT010,2024-04-15,Email,Promise to Pay,4551.27,2024-05-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223894
COL0000289,LOAN0009043,AGENT023,2024-07-03,SMS,Promise to Pay,17579.33,2022-12-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.223927
COL0000290,LOAN0000444,AGENT020,2022-01-29,Field Visit,Partial Payment,43972.48,2023-12-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.223959
COL0000291,LOAN0008607,AGENT022,2021-06-23,Outbound Call,Dispute Raised,6030.67,2023-11-10,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.223991
COL0000292,LOAN0009858,AGENT004,2022-07-06,Outbound Call,Promise to Pay,8086.15,2024-04-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.224033
COL0000293,LOAN0014285,AGENT013,2019-02-05,Restructure Offer,Partial Payment,33509.81,2023-06-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224075
COL0000294,LOAN0004787,AGENT019,2024-06-20,SMS,Agreed Arrangement,38786.83,2020-07-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224108
COL0000295,LOAN0008254,AGENT007,2024-09-03,Letter,Promise to Pay,8219.54,2021-08-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224149
COL0000296,LOAN0007622,AGENT029,2024-08-06,Legal Notice,Promise to Pay,19653.32,2021-11-11,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.224196
COL0000297,LOAN0017534,AGENT030,2020-06-08,Outbound Call,No Contact,42561.14,2019-01-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.224228
COL0000298,LOAN0008882,AGENT021,2022-05-28,Outbound Call,No Contact,35983.88,2023-08-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.224261
COL0000299,LOAN0013816,AGENT027,2024-03-02,Promise to Pay Follow-Up,Relocated,48150.3,2022-12-25,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.224293
COL0000300,LOAN0005080,AGENT001,2020-05-13,Legal Notice,No Contact,20743.55,2021-07-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.224328
COL0000301,LOAN0016136,AGENT010,2019-04-07,Field Visit,Partial Payment,14769.94,2024-11-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224361
COL0000302,LOAN0009002,AGENT028,2024-02-14,SMS,Dispute Raised,26386.98,2019-12-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224393
COL0000303,LOAN0005690,AGENT019,2023-02-19,SMS,Partial Payment,28412.52,2021-06-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.224441
COL0000304,LOAN0010993,AGENT021,2021-04-12,SMS,Promise to Pay,46525.28,2019-11-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224475
COL0000305,LOAN0007506,AGENT013,2024-06-28,Outbound Call,Dispute Raised,25102.78,2023-04-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224508
COL0000306,LOAN0017785,AGENT002,2019-07-23,Letter,Partial Payment,41098.4,2022-03-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224541
COL0000307,LOAN0014021,AGENT024,2021-07-30,Promise to Pay Follow-Up,No Contact,35579.19,2024-03-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224580
COL0000308,LOAN0006064,AGENT021,2021-09-06,SMS,Paid in Full,12793.35,2022-05-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224616
COL0000309,LOAN0001800,AGENT010,2019-10-10,Outbound Call,Partial Payment,21933.42,2021-07-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224650
COL0000310,LOAN0000710,AGENT006,2021-05-15,SMS,No Contact,10673.39,2019-04-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224683
COL0000311,LOAN0005382,AGENT014,2022-03-03,Outbound Call,Agreed Arrangement,44864.17,2020-09-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224715
COL0000312,LOAN0014956,AGENT009,2023-12-30,SMS,No Contact,3791.33,2023-10-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224754
COL0000313,LOAN0005838,AGENT015,2023-06-20,Outbound Call,Promise to Pay,3546.69,2022-08-31,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.224800
COL0000314,LOAN0004997,AGENT003,2022-01-13,Outbound Call,Promise to Pay,1283.16,2022-03-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224856
COL0000315,LOAN0000447,AGENT014,2021-06-09,Field Visit,Promise to Pay,47448.88,2021-03-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.224911
COL0000316,LOAN0003898,AGENT004,2022-10-17,SMS,Partial Payment,38206.95,2020-01-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224946
COL0000317,LOAN0007792,AGENT027,2019-02-02,Restructure Offer,Paid in Full,34191.42,2022-04-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.224980
COL0000318,LOAN0003215,AGENT028,2019-07-12,Outbound Call,Promise to Pay,5904.3,2024-09-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.225012
COL0000319,LOAN0014181,AGENT010,2022-04-20,SMS,No Contact,49972.27,2023-04-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.225045
COL0000320,LOAN0005721,AGENT019,2024-03-31,SMS,Agreed Arrangement,23517.8,2024-06-18,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.225077
COL0000321,LOAN0004189,AGENT006,2022-07-17,Outbound Call,Dispute Raised,45838.18,2019-04-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.225127
COL0000322,LOAN0005177,AGENT027,2024-08-11,SMS,Promise to Pay,8947.37,2023-05-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.225161
COL0000323,LOAN0004820,AGENT010,2021-03-30,Outbound Call,Promise to Pay,31001.01,2020-07-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.225195
COL0000324,LOAN0000917,AGENT025,2020-03-08,Email,Paid in Full,47747.44,2021-07-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.225245
